BODIES
id, mass, x, y, Vx, Vy, moves
0, 1.989000e+30, 0.000000e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1
1, 5.972000e+24, 1.500000e+11, 0.000000e+00, 0.000000e+00, 2.985000e+04, 1
STEPSIZE: 8.640000e+04 sec
MOTION
timestep, id, x, y, Vx, Vy
160, 0, 8.804999e+05, 1.047433e+06, 3.937209e-02, 1.673629e-01
160, 1, -1.432542e+11, 6.637328e+10, -1.311304e+04, -2.589094e+04
161, 0, 8.838475e+05, 1.061919e+06, 3.811856e-02, 1.679437e-01
161, 1, -1.443692e+11, 6.412795e+10, -1.269555e+04, -2.608437e+04
162, 0, 8.870864e+05, 1.076453e+06, 3.685737e-02, 1.685039e-01
162, 1, -1.454479e+11, 6.186620e+10, -1.227550e+04, -2.627095e+04
163, 0, 8.902161e+05, 1.091035e+06, 3.558886e-02, 1.690434e-01
163, 1, -1.464903e+11, 5.958862e+10, -1.185302e+04, -2.645064e+04
164, 0, 8.932359e+05, 1.105663e+06, 3.431339e-02, 1.695623e-01
164, 1, -1.474960e+11, 5.729582e+10, -1.142822e+04, -2.662344e+04
165, 0, 8.961452e+05, 1.120335e+06, 3.303129e-02, 1.700603e-01
165, 1, -1.484650e+11, 5.498839e+10, -1.100121e+04, -2.678931e+04
166, 0, 8.989434e+05, 1.135048e+06, 3.174290e-02, 1.705375e-01
166, 1, -1.493969e+11, 5.266693e+10, -1.057211e+04, -2.694823e+04
167, 0, 9.016301e+05, 1.149803e+06, 3.044857e-02, 1.709938e-01
167, 1, -1.502917e+11, 5.033204e+10, -1.014102e+04, -2.710020e+04
168, 0, 9.042047e+05, 1.164595e+06, 2.914865e-02, 1.714291e-01
168, 1, -1.511492e+11, 4.798432e+10, -9.708078e+03, -2.724519e+04
169, 0, 9.066668e+05, 1.179425e+06, 2.784346e-02, 1.718434e-01
169, 1, -1.519692e+11, 4.562437e+10, -9.273379e+03, -2.738318e+04
170, 0, 9.090158e+05, 1.194289e+06, 2.653335e-02, 1.722367e-01
170, 1, -1.527516e+11, 4.325281e+10, -8.837042e+03, -2.751418e+04
171, 0, 9.112515e+05, 1.209186e+06, 2.521866e-02, 1.726090e-01
171, 1, -1.534962e+11, 4.087022e+10, -8.399179e+03, -2.763816e+04
172, 0, 9.133734e+05, 1.224115e+06, 2.389973e-02, 1.729601e-01
172, 1, -1.542029e+11, 3.847724e+10, -7.959905e+03, -2.775512e+04
173, 0, 9.153812e+05, 1.239073e+06, 2.257690e-02, 1.732902e-01
173, 1, -1.548716e+11, 3.607444e+10, -7.519330e+03, -2.786505e+04
174, 0, 9.172746e+05, 1.254058e+06, 2.125050e-02, 1.735992e-01
174, 1, -1.555022e+11, 3.366246e+10, -7.077568e+03, -2.796794e+04
175, 0, 9.190532e+05, 1.269070e+06, 1.992088e-02, 1.738870e-01
175, 1, -1.560946e+11, 3.124189e+10, -6.634730e+03, -2.806380e+04
176, 0, 9.207168e+05, 1.284105e+06, 1.858836e-02, 1.741537e-01
176, 1, -1.566486e+11, 2.881334e+10, -6.190928e+03, -2.815262e+04
177, 0, 9.222651e+05, 1.299163e+06, 1.725327e-02, 1.743992e-01
177, 1, -1.571643e+11, 2.637742e+10, -5.746274e+03, -2.823441e+04
178, 0, 9.236980e+05, 1.314241e+06, 1.591596e-02, 1.746237e-01
178, 1, -1.576416e+11, 2.393474e+10, -5.300877e+03, -2.830915e+04
179, 0, 9.250153e+05, 1.329337e+06, 1.457676e-02, 1.748270e-01
179, 1, -1.580803e+11, 2.148590e+10, -4.854849e+03, -2.837687e+04
180, 0, 9.262168e+05, 1.344450e+06, 1.323598e-02, 1.750092e-01
180, 1, -1.584805e+11, 1.903152e+10, -4.408298e+03, -2.843756e+04
181, 0, 9.273025e+05, 1.359577e+06, 1.189397e-02, 1.751703e-01
181, 1, -1.588420e+11, 1.657219e+10, -3.961335e+03, -2.849123e+04
182, 0, 9.282721e+05, 1.374718e+06, 1.055104e-02, 1.753104e-01
182, 1, -1.591650e+11, 1.410854e+10, -3.514068e+03, -2.853789e+04
183, 0, 9.291257e+05, 1.389870e+06, 9.207532e-03, 1.754295e-01
183, 1, -1.594492e+11, 1.164115e+10, -3.066605e+03, -2.857755e+04
184, 0, 9.298631e+05, 1.405032e+06, 7.863755e-03, 1.755276e-01
184, 1, -1.596949e+11, 9.170637e+09, -2.619054e+03, -2.861022e+04
185, 0, 9.304845e+05, 1.420200e+06, 6.520037e-03, 1.756048e-01
185, 1, -1.599018e+11, 6.697604e+09, -2.171523e+03, -2.863592e+04
186, 0, 9.309898e+05, 1.435375e+06, 5.176697e-03, 1.756610e-01
186, 1, -1.600701e+11, 4.222651e+09, -1.724118e+03, -2.865465e+04
187, 0, 9.313791e+05, 1.450554e+06, 3.834053e-03, 1.756964e-01
187, 1, -1.601998e+11, 1.746380e+09, -1.276945e+03, -2.866645e+04
188, 0, 9.316524e+05, 1.465735e+06, 2.492422e-03, 1.757110e-01
188, 1, -1.602908e+11, -7.306114e+08, -8.301088e+02, -2.867131e+04
189, 0, 9.318098e+05, 1.480916e+06, 1.152117e-03, 1.757049e-01
189, 1, -1.603432e+11, -3.207725e+09, -3.837147e+02, -2.866927e+04
190, 0, 9.318515e+05, 1.496095e+06, -1.865488e-04, 1.756781e-01
190, 1, -1.603571e+11, -5.684364e+09, 6.213362e+01, -2.866035e+04
191, 0, 9.317777e+05, 1.511272e+06, -1.523265e-03, 1.756307e-01
191, 1, -1.603325e+11, -8.159937e+09, 5.073327e+02, -2.864456e+04
192, 0, 9.315884e+05, 1.526444e+06, -2.857724e-03, 1.755628e-01
192, 1, -1.602695e+11, -1.063385e+10, 9.517800e+02, -2.862194e+04
193, 0, 9.312840e+05, 1.541608e+06, -4.189620e-03, 1.754744e-01
193, 1, -1.601681e+11, -1.310551e+10, 1.395374e+03, -2.859250e+04
194, 0, 9.308646e+05, 1.556765e+06, -5.518649e-03, 1.753657e-01
194, 1, -1.600284e+11, -1.557434e+10, 1.838012e+03, -2.855628e+04
195, 0, 9.303305e+05, 1.571911e+06, -6.844509e-03, 1.752366e-01
195, 1, -1.598505e+11, -1.803975e+10, 2.279596e+03, -2.851330e+04
196, 0, 9.296820e+05, 1.587045e+06, -8.166902e-03, 1.750874e-01
196, 1, -1.596345e+11, -2.050115e+10, 2.720024e+03, -2.846359e+04
197, 0, 9.289194e+05, 1.602165e+06, -9.485530e-03, 1.749180e-01
197, 1, -1.593805e+11, -2.295797e+10, 3.159199e+03, -2.840719e+04
198, 0, 9.280431e+05, 1.617270e+06, -1.080010e-02, 1.747286e-01
198, 1, -1.590887e+11, -2.540962e+10, 3.597022e+03, -2.834412e+04
199, 0, 9.270533e+05, 1.632357e+06, -1.211032e-02, 1.745194e-01
199, 1, -1.587590e+11, -2.785554e+10, 4.033395e+03, -2.827442e+04
200, 0, 9.259506e+05, 1.647426e+06, -1.341590e-02, 1.742903e-01
200, 1, -1.583918e+11, -3.029516e+10, 4.468224e+03, -2.819812e+04
201, 0, 9.247353e+05, 1.662474e+06, -1.471655e-02, 1.740415e-01
201, 1, -1.579870e+11, -3.272790e+10, 4.901411e+03, -2.811526e+04
202, 0, 9.234078e+05, 1.677499e+06, -1.601198e-02, 1.737731e-01
202, 1, -1.575449e+11, -3.515319e+10, 5.332862e+03, -2.802588e+04
203, 0, 9.219686e+05, 1.692501e+06, -1.730193e-02, 1.734853e-01
203, 1, -1.570656e+11, -3.757049e+10, 5.762483e+03, -2.793001e+04
204, 0, 9.204183e+05, 1.707477e+06, -1.858610e-02, 1.731781e-01
204, 1, -1.565492e+11, -3.997922e+10, 6.190181e+03, -2.782770e+04
205, 0, 9.187572e+05, 1.722425e+06, -1.986422e-02, 1.728517e-01
205, 1, -1.559960e+11, -4.237884e+10, 6.615865e+03, -2.771899e+04
206, 0, 9.169860e+05, 1.737345e+06, -2.113601e-02, 1.725062e-01
206, 1, -1.554061e+11, -4.476879e+10, 7.039442e+03, -2.760391e+04
207, 0, 9.151052e+05, 1.752233e+06, -2.240121e-02, 1.721417e-01
207, 1, -1.547797e+11, -4.714852e+10, 7.460822e+03, -2.748252e+04
208, 0, 9.131154e+05, 1.767090e+06, -2.365955e-02, 1.717584e-01
208, 1, -1.541170e+11, -4.951749e+10, 7.879917e+03, -2.735485e+04
209, 0, 9.110171e+05, 1.781912e+06, -2.491076e-02, 1.713563e-01
209, 1, -1.534181e+11, -5.187517e+10, 8.296636e+03, -2.722096e+04
210, 0, 9.088111e+05, 1.796699e+06, -2.615457e-02, 1.709357e-01
210, 1, -1.526834e+11, -5.422101e+10, 8.710894e+03, -2.708088e+04
211, 0, 9.064980e+05, 1.811449e+06, -2.739073e-02, 1.704967e-01
211, 1, -1.519130e+11, -5.655448e+10, 9.122602e+03, -2.693467e+04
212, 0, 9.040783e+05, 1.826161e+06, -2.861898e-02, 1.700395e-01
212, 1, -1.511071e+11, -5.887506e+10, 9.531676e+03, -2.678237e+04
213, 0, 9.015530e+05, 1.840831e+06, -2.983907e-02, 1.695641e-01
213, 1, -1.502660e+11, -6.118221e+10, 9.938031e+03, -2.662404e+04
214, 0, 8.989225e+05, 1.855460e+06, -3.105074e-02, 1.690707e-01
214, 1, -1.493900e+11, -6.347543e+10, 1.034158e+04, -2.645973e+04
215, 0, 8.961878e+05, 1.870046e+06, -3.225374e-02, 1.685596e-01
215, 1, -1.484791e+11, -6.575420e+10, 1.074225e+04, -2.628948e+04
216, 0, 8.933495e+05, 1.884587e+06, -3.344783e-02, 1.680308e-01
216, 1, -1.475338e+11, -6.801800e+10, 1.113994e+04, -2.611336e+04
217, 0, 8.904084e+05, 1.899081e+06, -3.463277e-02, 1.674845e-01
217, 1, -1.465543e+11, -7.026634e+10, 1.153459e+04, -2.593141e+04
218, 0, 8.873653e+05, 1.913527e+06, -3.580831e-02, 1.669208e-01
218, 1, -1.455408e+11, -7.249870e+10, 1.192611e+04, -2.574369e+04
219, 0, 8.842211e+05, 1.927924e+06, -3.697422e-02, 1.663400e-01
219, 1, -1.444936e+11, -7.471460e+10, 1.231442e+04, -2.555025e+04
220, 0, 8.809766e+05, 1.942270e+06, -3.813027e-02, 1.657422e-01
220, 1, -1.434130e+11, -7.691354e+10, 1.269945e+04, -2.535116e+04
221, 0, 8.776326e+05, 1.956564e+06, -3.927623e-02, 1.651277e-01
221, 1, -1.422993e+11, -7.909504e+10, 1.308112e+04, -2.514647e+04
222, 0, 8.741901e+05, 1.970804e+06, -4.041185e-02, 1.644964e-01
222, 1, -1.411527e+11, -8.125861e+10, 1.345934e+04, -2.493623e+04
223, 0, 8.706499e+05, 1.984988e+06, -4.153694e-02, 1.638487e-01
223, 1, -1.399736e+11, -8.340378e+10, 1.383405e+04, -2.472051e+04
224, 0, 8.670130e+05, 1.999116e+06, -4.265125e-02, 1.631847e-01
224, 1, -1.387624e+11, -8.553008e+10, 1.420518e+04, -2.449937e+04
225, 0, 8.632803e+05, 2.013186e+06, -4.375457e-02, 1.625047e-01
225, 1, -1.375192e+11, -8.763704e+10, 1.457265e+04, -2.427287e+04
226, 0, 8.594527e+05, 2.027196e+06, -4.484669e-02, 1.618087e-01
226, 1, -1.362444e+11, -8.972420e+10, 1.493638e+04, -2.404107e+04
227, 0, 8.555313e+05, 2.041146e+06, -4.592739e-02, 1.610970e-01
227, 1, -1.349383e+11, -9.179111e+10, 1.529631e+04, -2.380403e+04
228, 0, 8.515169e+05, 2.055033e+06, -4.699647e-02, 1.603697e-01
228, 1, -1.336013e+11, -9.383732e+10, 1.565238e+04, -2.356182e+04
229, 0, 8.474108e+05, 2.068857e+06, -4.805371e-02, 1.596271e-01
229, 1, -1.322337e+11, -9.586237e+10, 1.600450e+04, -2.331450e+04
230, 0, 8.432138e+05, 2.082616e+06, -4.909892e-02, 1.588694e-01
230, 1, -1.308359e+11, -9.786584e+10, 1.635261e+04, -2.306213e+04
231, 0, 8.389270e+05, 2.096309e+06, -5.013190e-02, 1.580967e-01
231, 1, -1.294082e+11, -9.984729e+10, 1.669664e+04, -2.280479e+04
232, 0, 8.345515e+05, 2.109934e+06, -5.115244e-02, 1.573093e-01
232, 1, -1.279509e+11, -1.018063e+11, 1.703654e+04, -2.254253e+04
233, 0, 8.300884e+05, 2.123491e+06, -5.216036e-02, 1.565073e-01
233, 1, -1.264645e+11, -1.037424e+11, 1.737223e+04, -2.227542e+04
234, 0, 8.255388e+05, 2.136978e+06, -5.315547e-02, 1.556910e-01
234, 1, -1.249492e+11, -1.056553e+11, 1.770366e+04, -2.200354e+04
235, 0, 8.209037e+05, 2.150394e+06, -5.413757e-02, 1.548605e-01
235, 1, -1.234055e+11, -1.075444e+11, 1.803075e+04, -2.172695e+04
236, 0, 8.161844e+05, 2.163737e+06, -5.510649e-02, 1.540161e-01
236, 1, -1.218337e+11, -1.094095e+11, 1.835345e+04, -2.144573e+04
237, 0, 8.113819e+05, 2.177007e+06, -5.606204e-02, 1.531580e-01
237, 1, -1.202342e+11, -1.112501e+11, 1.867170e+04, -2.115993e+04
238, 0, 8.064974e+05, 2.190203e+06, -5.700405e-02, 1.522864e-01
238, 1, -1.186074e+11, -1.130657e+11, 1.898544e+04, -2.086963e+04
239, 0, 8.015322e+05, 2.203322e+06, -5.793233e-02, 1.514014e-01
239, 1, -1.169537e+11, -1.148561e+11, 1.929461e+04, -2.057490e+04
240, 0, 7.964873e+05, 2.216364e+06, -5.884673e-02, 1.505034e-01
240, 1, -1.152735e+11, -1.166209e+11, 1.959916e+04, -2.027581e+04
241, 0, 7.913641e+05, 2.229328e+06, -5.974707e-02, 1.495926e-01
241, 1, -1.135672e+11, -1.183596e+11, 1.989902e+04, -1.997244e+04
242, 0, 7.861636e+05, 2.242213e+06, -6.063319e-02, 1.486690e-01
242, 1, -1.118351e+11, -1.200720e+11, 2.019414e+04, -1.966486e+04
243, 0, 7.808873e+05, 2.255018e+06, -6.150493e-02, 1.477331e-01
243, 1, -1.100778e+11, -1.217575e+11, 2.048448e+04, -1.935313e+04
244, 0, 7.755362e+05, 2.267741e+06, -6.236212e-02, 1.467849e-01
244, 1, -1.082956e+11, -1.234160e+11, 2.076997e+04, -1.903735e+04
245, 0, 7.701117e+05, 2.280382e+06, -6.320462e-02, 1.458248e-01
245, 1, -1.064890e+11, -1.250470e+11, 2.105057e+04, -1.871757e+04
246, 0, 7.646151e+05, 2.292939e+06, -6.403227e-02, 1.448529e-01
246, 1, -1.046583e+11, -1.266502e+11, 2.132622e+04, -1.839387e+04
247, 0, 7.590476e+05, 2.305412e+06, -6.484493e-02, 1.438695e-01
247, 1, -1.028040e+11, -1.282253e+11, 2.159688e+04, -1.806634e+04
248, 0, 7.534106e+05, 2.317799e+06, -6.564244e-02, 1.428747e-01
248, 1, -1.009266e+11, -1.297719e+11, 2.186250e+04, -1.773504e+04
249, 0, 7.477053e+05, 2.330100e+06, -6.642467e-02, 1.418689e-01
249, 1, -9.902640e+10, -1.312898e+11, 2.212302e+04, -1.740005e+04
250, 0, 7.419330e+05, 2.342314e+06, -6.719148e-02, 1.408523e-01
250, 1, -9.710394e+10, -1.327785e+11, 2.237841e+04, -1.706145e+04
251, 0, 7.360952e+05, 2.354439e+06, -6.794273e-02, 1.398250e-01
251, 1, -9.515963e+10, -1.342378e+11, 2.262862e+04, -1.671931e+04
252, 0, 7.301932e+05, 2.366475e+06, -6.867830e-02, 1.387874e-01
252, 1, -9.319394e+10, -1.356674e+11, 2.287360e+04, -1.637372e+04
253, 0, 7.242283e+05, 2.378421e+06, -6.939805e-02, 1.377396e-01
253, 1, -9.120730e+10, -1.370671e+11, 2.311331e+04, -1.602476e+04
254, 0, 7.182019e+05, 2.390276e+06, -7.010185e-02, 1.366819e-01
254, 1, -8.920019e+10, -1.384364e+11, 2.334772e+04, -1.567249e+04
255, 0, 7.121154e+05, 2.402039e+06, -7.078959e-02, 1.356145e-01
255, 1, -8.717305e+10, -1.397751e+11, 2.357677e+04, -1.531700e+04
256, 0, 7.059702e+05, 2.413710e+06, -7.146114e-02, 1.345377e-01
256, 1, -8.512635e+10, -1.410830e+11, 2.380044e+04, -1.495837e+04
257, 0, 6.997676e+05, 2.425287e+06, -7.211640e-02, 1.334517e-01
257, 1, -8.306057e+10, -1.423598e+11, 2.401867e+04, -1.459667e+04
258, 0, 6.935092e+05, 2.436770e+06, -7.275524e-02, 1.323568e-01
258, 1, -8.097616e+10, -1.436052e+11, 2.423144e+04, -1.423200e+04
259, 0, 6.871962e+05, 2.448158e+06, -7.337757e-02, 1.312531e-01
259, 1, -7.887361e+10, -1.448190e+11, 2.443871e+04, -1.386442e+04
260, 0, 6.808302e+05, 2.459450e+06, -7.398326e-02, 1.301410e-01
260, 1, -7.675339e+10, -1.460008e+11, 2.464044e+04, -1.349402e+04
261, 0, 6.744126e+05, 2.470646e+06, -7.457223e-02, 1.290207e-01
261, 1, -7.461598e+10, -1.471506e+11, 2.483660e+04, -1.312089e+04
262, 0, 6.679449e+05, 2.481744e+06, -7.514437e-02, 1.278923e-01
262, 1, -7.246187e+10, -1.482680e+11, 2.502715e+04, -1.274509e+04
263, 0, 6.614284e+05, 2.492745e+06, -7.569959e-02, 1.267563e-01
263, 1, -7.029154e+10, -1.493529e+11, 2.521207e+04, -1.236672e+04
264, 0, 6.548647e+05, 2.503647e+06, -7.623779e-02, 1.256127e-01
264, 1, -6.810547e+10, -1.504049e+11, 2.539132e+04, -1.198585e+04
265, 0, 6.482553e+05, 2.514451e+06, -7.675889e-02, 1.244619e-01
265, 1, -6.590416e+10, -1.514239e+11, 2.556487e+04, -1.160257e+04
266, 0, 6.416015e+05, 2.525154e+06, -7.726279e-02, 1.233041e-01
266, 1, -6.368811e+10, -1.524097e+11, 2.573270e+04, -1.121696e+04
267, 0, 6.349050e+05, 2.535757e+06, -7.774942e-02, 1.221396e-01
267, 1, -6.145780e+10, -1.533621e+11, 2.589477e+04, -1.082911e+04
268, 0, 6.281672e+05, 2.546260e+06, -7.821869e-02, 1.209685e-01
268, 1, -5.921374e+10, -1.542809e+11, 2.605107e+04, -1.043909e+04
269, 0, 6.213896e+05, 2.556660e+06, -7.867054e-02, 1.197913e-01
269, 1, -5.695642e+10, -1.551659e+11, 2.620156e+04, -1.004699e+04
270, 0, 6.145737e+05, 2.566959e+06, -7.910488e-02, 1.186080e-01
270, 1, -5.468636e+10, -1.560169e+11, 2.634622e+04, -9.652890e+03
271, 0, 6.077210e+05, 2.577156e+06, -7.952166e-02, 1.174189e-01
271, 1, -5.240405e+10, -1.568338e+11, 2.648503e+04, -9.256878e+03
272, 0, 6.008331e+05, 2.587249e+06, -7.992079e-02, 1.162244e-01
272, 1, -5.011000e+10, -1.576164e+11, 2.661796e+04, -8.859036e+03
273, 0, 5.939115e+05, 2.597239e+06, -8.030222e-02, 1.150246e-01
273, 1, -4.780472e+10, -1.583646e+11, 2.674500e+04, -8.459449e+03
274, 0, 5.869576e+05, 2.607125e+06, -8.066589e-02, 1.138199e-01
274, 1, -4.548872e+10, -1.590781e+11, 2.686612e+04, -8.058200e+03
275, 0, 5.799732e+05, 2.616907e+06, -8.101175e-02, 1.126104e-01
275, 1, -4.316251e+10, -1.597570e+11, 2.698131e+04, -7.655373e+03
276, 0, 5.729596e+05, 2.626584e+06, -8.133974e-02, 1.113964e-01
276, 1, -4.082661e+10, -1.604009e+11, 2.709054e+04, -7.251055e+03
277, 0, 5.659184e+05, 2.636156e+06, -8.164980e-02, 1.101782e-01
277, 1, -3.848153e+10, -1.610099e+11, 2.719381e+04, -6.845328e+03
278, 0, 5.588513e+05, 2.645623e+06, -8.194190e-02, 1.089561e-01
278, 1, -3.612778e+10, -1.615837e+11, 2.729110e+04, -6.438278e+03
279, 0, 5.517597e+05, 2.654983e+06, -8.221599e-02, 1.077302e-01
279, 1, -3.376588e+10, -1.621224e+11, 2.738239e+04, -6.029990e+03
280, 0, 5.446451e+05, 2.664238e+06, -8.247204e-02, 1.065008e-01
280, 1, -3.139636e+10, -1.626257e+11, 2.746766e+04, -5.620549e+03
281, 0, 5.375093e+05, 2.673387e+06, -8.270999e-02, 1.052682e-01
281, 1, -2.901973e+10, -1.630936e+11, 2.754691e+04, -5.210040e+03
282, 0, 5.303536e+05, 2.682428e+06, -8.292983e-02, 1.040327e-01
282, 1, -2.663651e+10, -1.635259e+11, 2.762013e+04, -4.798548e+03
283, 0, 5.231798e+05, 2.691363e+06, -8.313152e-02, 1.027945e-01
283, 1, -2.424723e+10, -1.639227e+11, 2.768731e+04, -4.386158e+03
284, 0, 5.159893e+05, 2.700191e+06, -8.331504e-02, 1.015539e-01
284, 1, -2.185241e+10, -1.642838e+11, 2.774843e+04, -3.972957e+03
285, 0, 5.087837e+05, 2.708912e+06, -8.348035e-02, 1.003111e-01
285, 1, -1.945257e+10, -1.646092e+11, 2.780349e+04, -3.559029e+03
286, 0, 5.015647e+05, 2.717525e+06, -8.362745e-02, 9.906632e-02
286, 1, -1.704823e+10, -1.648988e+11, 2.785248e+04, -3.144460e+03
287, 0, 4.943337e+05, 2.726030e+06, -8.375632e-02, 9.781990e-02
287, 1, -1.463992e+10, -1.651525e+11, 2.789540e+04, -2.729335e+03
288, 0, 4.870924e+05, 2.734428e+06, -8.386693e-02, 9.657207e-02
288, 1, -1.222817e+10, -1.653704e+11, 2.793224e+04, -2.313740e+03
289, 0, 4.798423e+05, 2.742718e+06, -8.395929e-02, 9.532308e-02
289, 1, -9.813493e+09, -1.655523e+11, 2.796300e+04, -1.897761e+03
290, 0, 4.725850e+05, 2.750900e+06, -8.403338e-02, 9.407320e-02
290, 1, -7.396424e+09, -1.656983e+11, 2.798767e+04, -1.481482e+03
291, 0, 4.653221e+05, 2.758974e+06, -8.408920e-02, 9.282268e-02
291, 1, -4.977486e+09, -1.658083e+11, 2.800627e+04, -1.064990e+03
292, 0, 4.580552e+05, 2.766940e+06, -8.412676e-02, 9.157177e-02
292, 1, -2.557204e+09, -1.658824e+11, 2.801877e+04, -6.483703e+02
293, 0, 4.507858e+05, 2.774797e+06, -8.414605e-02, 9.032074e-02
293, 1, -1.361042e+08, -1.659204e+11, 2.802520e+04, -2.317077e+02
294, 0, 4.435155e+05, 2.782547e+06, -8.414708e-02, 8.906983e-02
294, 1, 2.285288e+09, -1.659224e+11, 2.802554e+04, 1.849120e+02
295, 0, 4.362460e+05, 2.790189e+06, -8.412986e-02, 8.781931e-02
295, 1, 4.706447e+09, -1.658884e+11, 2.801981e+04, 6.014035e+02
296, 0, 4.289787e+05, 2.797722e+06, -8.409440e-02, 8.656943e-02
296, 1, 7.126848e+09, -1.658185e+11, 2.800800e+04, 1.017681e+03
297, 0, 4.217152e+05, 2.805148e+06, -8.404072e-02, 8.532044e-02
297, 1, 9.545966e+09, -1.657126e+11, 2.799012e+04, 1.433661e+03
298, 0, 4.144572e+05, 2.812466e+06, -8.396885e-02, 8.407261e-02
298, 1, 1.196328e+10, -1.655708e+11, 2.796618e+04, 1.849256e+03
299, 0, 4.072062e+05, 2.819676e+06, -8.387879e-02, 8.282619e-02
299, 1, 1.437826e+10, -1.653930e+11, 2.793619e+04, 2.264382e+03
300, 0, 3.999637e+05, 2.826778e+06, -8.377058e-02, 8.158143e-02
300, 1, 1.679039e+10, -1.651795e+11, 2.790015e+04, 2.678955e+03
301, 0, 3.927314e+05, 2.833773e+06, -8.364425e-02, 8.033859e-02
301, 1, 1.919915e+10, -1.649302e+11, 2.785807e+04, 3.092889e+03
302, 0, 3.855108e+05, 2.840661e+06, -8.349984e-02, 7.909792e-02
302, 1, 2.160401e+10, -1.646451e+11, 2.780997e+04, 3.506100e+03
303, 0, 3.783034e+05, 2.847441e+06, -8.333736e-02, 7.785967e-02
303, 1, 2.400445e+10, -1.643243e+11, 2.775586e+04, 3.918503e+03
304, 0, 3.711109e+05, 2.854115e+06, -8.315688e-02, 7.662411e-02
304, 1, 2.639996e+10, -1.639680e+11, 2.769575e+04, 4.330013e+03
305, 0, 3.639347e+05, 2.860682e+06, -8.295842e-02, 7.539147e-02
305, 1, 2.879002e+10, -1.635762e+11, 2.762965e+04, 4.740548e+03
306, 0, 3.567764e+05, 2.867143e+06, -8.274204e-02, 7.416202e-02
306, 1, 3.117411e+10, -1.631489e+11, 2.755759e+04, 5.150022e+03
307, 0, 3.496376e+05, 2.873497e+06, -8.250778e-02, 7.293600e-02
307, 1, 3.355171e+10, -1.626863e+11, 2.747957e+04, 5.558352e+03
308, 0, 3.425199e+05, 2.879746e+06, -8.225570e-02, 7.171367e-02
308, 1, 3.592232e+10, -1.621884e+11, 2.739561e+04, 5.965455e+03
309, 0, 3.354246e+05, 2.885890e+06, -8.198585e-02, 7.049528e-02
309, 1, 3.828542e+10, -1.616555e+11, 2.730574e+04, 6.371246e+03
310, 0, 3.283535e+05, 2.891928e+06, -8.169830e-02, 6.928107e-02
310, 1, 4.064050e+10, -1.610876e+11, 2.720996e+04, 6.775643e+03
311, 0, 3.213079e+05, 2.897862e+06, -8.139309e-02, 6.807129e-02
311, 1, 4.298704e+10, -1.604847e+11, 2.710831e+04, 7.178563e+03
312, 0, 3.142895e+05, 2.903691e+06, -8.107031e-02, 6.686620e-02
312, 1, 4.532456e+10, -1.598472e+11, 2.700081e+04, 7.579924e+03
313, 0, 3.072997e+05, 2.909416e+06, -8.073001e-02, 6.566604e-02
313, 1, 4.765253e+10, -1.591750e+11, 2.688747e+04, 7.979642e+03
314, 0, 3.003401e+05, 2.915038e+06, -8.037228e-02, 6.447106e-02
314, 1, 4.997046e+10, -1.584684e+11, 2.676833e+04, 8.377636e+03
315, 0, 2.934122e+05, 2.920557e+06, -7.999718e-02, 6.328150e-02
315, 1, 5.227785e+10, -1.577274e+11, 2.664340e+04, 8.773824e+03
316, 0, 2.865173e+05, 2.925974e+06, -7.960479e-02, 6.209761e-02
316, 1, 5.457419e+10, -1.569523e+11, 2.651271e+04, 9.168124e+03
317, 0, 2.796572e+05, 2.931288e+06, -7.919520e-02, 6.091963e-02
317, 1, 5.685900e+10, -1.561433e+11, 2.637630e+04, 9.560456e+03
318, 0, 2.728332e+05, 2.936501e+06, -7.876850e-02, 5.974780e-02
318, 1, 5.913177e+10, -1.553004e+11, 2.623418e+04, 9.950738e+03
319, 0, 2.660467e+05, 2.941613e+06, -7.832476e-02, 5.858237e-02
319, 1, 6.139202e+10, -1.544239e+11, 2.608639e+04, 1.033889e+04
320, 0, 2.592994e+05, 2.946624e+06, -7.786409e-02, 5.742357e-02
320, 1, 6.363926e+10, -1.535139e+11, 2.593296e+04, 1.072483e+04
321, 0, 2.525925e+05, 2.951536e+06, -7.738657e-02, 5.627165e-02
321, 1, 6.587299e+10, -1.525707e+11, 2.577392e+04, 1.110848e+04
322, 0, 2.459277e+05, 2.956348e+06, -7.689230e-02, 5.512684e-02
322, 1, 6.809275e+10, -1.515945e+11, 2.560931e+04, 1.148977e+04
323, 0, 2.393063e+05, 2.961062e+06, -7.638140e-02, 5.398939e-02
323, 1, 7.029804e+10, -1.505854e+11, 2.543915e+04, 1.186860e+04
324, 0, 2.327297e+05, 2.965678e+06, -7.585395e-02, 5.285952e-02
324, 1, 7.248840e+10, -1.495437e+11, 2.526348e+04, 1.224491e+04
325, 0, 2.261994e+05, 2.970196e+06, -7.531007e-02, 5.173748e-02
325, 1, 7.466334e+10, -1.484696e+11, 2.508234e+04, 1.261861e+04
326, 0, 2.197168e+05, 2.974618e+06, -7.474988e-02, 5.062349e-02
326, 1, 7.682239e+10, -1.473633e+11, 2.489576e+04, 1.298963e+04
327, 0, 2.132833e+05, 2.978945e+06, -7.417347e-02, 4.951779e-02
327, 1, 7.896509e+10, -1.462251e+11, 2.470379e+04, 1.335789e+04
328, 0, 2.069003e+05, 2.983175e+06, -7.358098e-02, 4.842060e-02
